id,username,email,role,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Location Longitude,Location Latitude,Status,Drive,Battery Level,Range
122,matthewvega,jenniferstokes@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2579.79,82,13809,04-03-2024,23:12:14,-139.599014,-54.283428,1,AWD,74,358.9
123,kimmichael,ericksonrachael@yahoo.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3555.57,82,83709,30-07-2024,19:11:18,-162.195724,-59.107235,0,Rear,35,169.75
124,bjohnson,brownjose@hotmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1627.15,82,47377,03-07-2024,00:51:45,-95.393724,77.359059,0,AWD,87,421.95
125,rebeccahutchinson,martinashley@gonzalez.net,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1609.5,82,34973,04-07-2024,19:00:54,-179.250442,4.490236,0,AWD,98,475.3
126,brandiwilson,jamesevans@miles.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3117.75,82,15279,22-07-2024,07:30:04,-58.222281,-63.020802,1,AWD,80,388
127,turnerlisa,michellesolis@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1840.38,83.9,87537,03-07-2024,14:24:45,173.209303,-44.898301,0,Rear,95,460.75
128,coryhughes,elizabethhodge@callahan.info,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3924.53,82,67791,29-01-2024,22:02:59,-23.318756,19.69682,1,Rear,61,295.85
129,courtneygutierrez,mariarussell@yahoo.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2451.89,83.9,6125,04-05-2024,17:07:41,-91.160695,33.767926,0,Rear,59,286.15
130,leejessica,ocole@hotmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1954.56,82,17189,05-07-2024,07:36:58,27.990525,-34.426068,0,Rear,67,324.95
131,wlucas,carolroberts@reynolds.biz,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1010.49,83.9,9195,06-08-2024,18:37:07,-86.593679,-88.616692,1,Rear,30,145.5
132,kendrawilliams,pcampbell@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2929.56,82,40280,20-11-2024,17:29:32,-135.462092,-37.217436,0,AWD,94,455.9
133,samantha78,stodd@hotmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4862.78,82,91628,05-08-2024,18:28:51,151.342254,-40.933015,1,AWD,86,417.1
134,taylordavis,amanda91@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2137.16,82,82961,14-04-2024,23:38:39,137.201632,-61.867115,0,AWD,33,160.05
135,lawrencebullock,michaeltorres@holmes-jenkins.com,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1532.94,82,78850,13-06-2024,02:26:10,128.949482,-26.129459,1,AWD,35,169.75
136,kaylazamora,james58@morris.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2442.68,78,15864,08-10-2024,20:43:07,13.476369,23.023748,0,Front,77,373.45
137,jamietyler,paigepacheco@yahoo.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4378.55,83.9,32696,01-06-2024,10:02:34,89.776349,5.863794,0,Rear,93,451.05
138,sarah78,jonathanjones@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3094.41,82,49857,11-11-2024,07:27:13,-107.66752,-87.318528,1,AWD,58,281.3
139,joneslisa,jgibson@hotmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4247.87,82,36819,17-07-2024,03:16:49,-27.371372,-46.169262,0,AWD,41,198.85
140,josephjarvis,alvarezpaul@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3384.43,82,18815,11-03-2024,02:36:31,-52.789956,-89.595993,1,Rear,79,383.15
141,williamschad,david16@williams.org,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1044.29,82,8349,04-01-2024,15:48:07,130.536955,73.931529,0,AWD,34,164.9
142,justin33,sarah53@johnson.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4982.89,82,29320,07-03-2024,00:54:58,85.988252,10.578682,1,AWD,76,368.6
143,ambersmith,duncanchristina@pacheco-martinez.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2145.06,82,53768,26-03-2024,13:14:29,-74.478775,-78.203632,1,AWD,99,480.15
144,patricialowery,smithemily@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3195.53,82,76475,20-08-2024,13:29:59,-84.754237,-55.620003,0,AWD,40,194
145,jesseboone,vramos@yahoo.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2766.62,83.9,81117,18-10-2024,23:50:45,-57.175459,65.229571,1,Rear,44,213.4
146,jamie76,andrew89@yahoo.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2223.57,83.9,58459,23-08-2024,23:22:41,7.945928,88.957459,0,Rear,88,426.8
147,jadeburke,kristinclark@yahoo.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2591.86,82,46804,06-06-2024,19:56:07,-152.489555,-53.333504,0,Rear,60,291
148,rachel69,parksanna@hotmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4050.51,78,91934,26-01-2024,15:07:48,32.95306,6.024257,0,Front,32,155.2
149,pricemichael,henryjennifer@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4507.32,82,12226,18-06-2024,05:07:19,-6.336714,-36.857236,1,AWD,76,368.6
150,josephbuck,omoore@hotmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4175.35,82,85043,19-07-2024,20:11:10,-144.367665,86.517097,0,AWD,44,213.4
151,meghanwerner,hodgeschristopher@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1960.66,82,12609,27-08-2024,02:14:21,-16.290808,81.322038,1,AWD,39,189.15
152,wrightalicia,jhernandez@yahoo.com,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2017.81,82,37006,13-03-2024,00:42:54,-47.519665,82.509787,1,AWD,98,475.3
153,garrett13,armstrongkrista@thompson.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4473.91,78,31466,07-01-2024,07:41:42,-68.731184,-5.03896,0,Front,47,227.95
154,jonescraig,maxwellangela@cummings-hernandez.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4947.18,82,32698,01-11-2024,09:29:11,-103.576284,-23.968926,1,AWD,38,184.3
155,katiepalmer,longgary@moore-anderson.org,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1166.07,82,48629,10-08-2024,11:37:05,-57.270229,-15.460886,0,AWD,75,363.75
156,lsanchez,fernandoobrien@jones.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3807.72,83.9,576,21-04-2024,13:37:24,-59.418493,5.887692,1,Rear,49,237.65
157,zbyrd,hhayden@yahoo.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2667.7,82,79867,12-08-2024,19:57:26,6.357492,-51.498108,1,Rear,64,310.4
158,hwalton,wesleyporter@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2847.57,82,27618,29-01-2024,01:34:21,40.423085,34.974726,1,AWD,47,227.95
159,darrell66,nathaniel57@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1015.81,82,98845,07-01-2024,00:46:19,164.551623,32.339429,1,Rear,33,160.05
160,shannongarza,randy20@mckee.info,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2374.86,82,52830,30-06-2024,23:36:49,43.111144,-84.651349,1,AWD,56,271.6
161,nicole72,sanchezdustin@hotmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4080.57,82,13776,24-04-2024,16:57:11,-80.322231,19.645575,1,Rear,82,397.7
162,steven66,michael88@williams-jarvis.info,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2701.87,83.9,9381,16-05-2024,07:02:33,167.94117,36.197169,1,Rear,52,252.2
163,sandra20,juliehoffman@johnson.net,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3195.99,82,49163,10-01-2024,00:21:21,-19.140964,24.669623,1,AWD,89,431.65
164,lauren75,micheal89@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2729.96,82,57962,21-10-2024,07:06:55,97.635669,-12.342469,1,AWD,99,480.15
165,estradaamy,sarahgray@klein.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2223.2,83.9,19140,22-10-2024,21:56:30,65.766562,-2.286157,0,Rear,84,407.4
166,ohill,turnerstephanie@barnes.biz,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1588.5,82,20377,14-06-2024,03:35:59,-56.620579,-66.761914,1,AWD,93,451.05
167,veronica30,michelebaker@buchanan-robinson.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3566.23,82,88661,10-07-2024,09:02:14,87.010365,-8.735512,1,Rear,45,218.25
168,vcain,qsosa@hotmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3395.86,82,73713,31-07-2024,06:39:40,158.895314,11.818787,0,Rear,93,451.05
169,alison98,jeremyjohnson@yahoo.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4104.46,82,36177,07-05-2024,03:55:00,-119.819945,-59.679098,0,Rear,31,150.35
170,zkaufman,laurie41@peters.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1558.67,82,61363,29-02-2024,15:32:25,106.476115,-86.2514,1,Rear,87,421.95
171,robert66,christopher29@yahoo.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2686.78,82,87386,26-01-2024,21:15:00,36.44947,-73.317433,0,Rear,61,295.85
172,grahamlisa,bkennedy@pace-wilson.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4387.97,82,64270,10-07-2024,04:48:20,-121.876915,19.0776,0,AWD,78,378.3
173,richardatkinson,cherylmartin@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2006.19,82,78879,07-05-2024,04:21:18,79.799581,-72.979648,1,Rear,77,373.45
174,garciachristopher,ambervasquez@michael.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3536.98,82,7232,01-01-2024,22:36:31,26.954679,-67.618208,0,AWD,30,145.5
175,andersontonya,elizabeth10@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4830.28,82,41102,08-05-2024,19:12:40,142.08754,-43.902546,1,AWD,47,227.95
176,mcneilchristina,pennyholloway@rodriguez-watkins.org,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3184.33,82,69456,28-01-2024,15:50:14,-111.115954,88.518124,0,AWD,38,184.3
177,calvinobrien,dawngraves@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1158.76,78,65567,23-08-2024,09:04:24,20.459154,54.397914,0,Front,43,208.55
178,antonio52,ghoward@yahoo.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3185.15,78,38990,10-09-2024,05:03:05,-173.463982,-82.104461,1,Front,46,223.1
179,proman,jason72@hotmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1793.95,82,20845,15-01-2024,19:38:10,-4.20007,-43.569614,0,AWD,30,145.5
180,hernandezwhitney,jennifercampbell@watts-riley.info,Fleet Manager,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4675.8,82,57561,08-06-2024,16:47:11,57.509088,34.50694,0,AWD,89,431.65
181,sharon37,eric35@williams.biz,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2649.04,82,24954,11-11-2024,08:03:39,-61.230217,-71.052982,1,Rear,34,164.9
182,ubowers,lisamcgee@hotmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2137.21,82,55859,12-09-2024,02:34:40,121.228767,-41.571598,0,Rear,99,480.15
183,adrianlogan,vdavis@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4051.32,82,6009,24-02-2024,19:31:19,-56.036334,42.672816,0,Rear,81,392.85
184,mkrueger,ajohnson@ward.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3171.89,78,859,10-02-2024,00:26:31,30.173901,-54.562745,1,Front,96,465.6
185,jasoncook,lpreston@hotmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2944.01,82,80746,17-03-2024,10:25:15,-66.886373,55.795239,1,Rear,47,227.95
186,gibsonjennifer,vwilliams@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1908.75,83.9,53891,16-08-2024,05:33:23,-63.665394,31.344941,0,Rear,48,232.8
187,wellsnatalie,sandradavenport@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2310.82,78,59387,12-04-2024,13:29:21,-169.625825,-46.32048,0,Front,54,261.9
188,montoyaelizabeth,hbaker@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4470.96,82,5815,27-03-2024,04:01:23,85.014834,77.605088,1,Rear,78,378.3
189,dsmith,amanda86@shaw.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4147.89,78,79176,14-09-2024,11:25:17,111.987101,4.433426,1,Front,70,339.5
190,amandatran,saraprice@murphy.biz,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4624.73,83.9,10944,07-05-2024,08:52:02,-8.865645,47.016929,0,Rear,91,441.35
191,ismith,dianepowers@yahoo.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2715.16,78,21716,14-06-2024,18:24:40,32.290718,34.382633,1,Front,93,451.05
192,michaelhubbard,whitney81@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4346.34,78,20891,17-02-2024,17:21:35,-116.688992,75.265649,0,Front,71,344.35
193,osbornelaura,danielhayes@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4221.79,82,66097,24-10-2024,12:14:54,117.92551,-25.189155,0,AWD,45,218.25
194,edixon,kellychristopher@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4420.99,82,51341,09-11-2024,01:56:39,118.810501,-23.366317,0,AWD,59,286.15
195,jessica91,dustinmartin@nichols.com,Fleet Manager,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4976.14,83.9,4405,12-05-2024,13:29:44,91.842878,33.8972,0,Rear,54,261.9
196,ggarcia,garyoliver@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4542.63,82,77355,17-10-2024,20:16:45,50.223282,61.212985,0,AWD,40,194
197,marypeck,phughes@yahoo.com,Fleet Manager,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3913.75,78,26599,17-01-2024,05:12:22,143.717571,58.386495,0,Front,80,388
198,adamkelly,robert05@yahoo.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3497.08,82,11671,22-02-2024,12:43:19,128.573255,-80.204147,0,AWD,85,412.25
199,watkinsthomas,weberantonio@hotmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2571.27,82,42059,05-04-2024,05:57:10,44.975643,-32.265377,1,AWD,62,300.7
200,gcarter,elizabeth24@kidd-ramirez.biz,Fleet Manager,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3909.25,82,10252,25-07-2024,22:20:58,7.845838,71.424359,1,Rear,100,485
201,tparker,johnsonjustin@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2516.18,82,93798,06-02-2024,17:02:30,88.462855,-58.48833,0,AWD,56,271.6
202,coxcody,lucas12@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4037.38,82,28328,14-08-2024,08:15:04,-40.241023,-22.002596,0,AWD,42,203.7
203,brandoncollins,rebecca41@goodwin-williams.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3463.14,82,12686,12-09-2024,09:14:29,112.973515,77.777391,1,AWD,85,412.25
204,taylorclinton,vancebrad@sullivan-rodriguez.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2413.31,82,77945,05-08-2024,15:20:50,-58.835524,-73.852044,0,Rear,79,383.15
205,cookjacob,ruizjessica@jackson.net,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4324.78,82,31773,07-06-2024,09:30:53,85.504722,12.889327,1,AWD,83,402.55
206,barbara37,jordanchristina@lee-rose.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4013.27,82,18354,06-06-2024,16:06:35,-106.561611,-15.65296,0,AWD,94,455.9
207,joseph91,deborah70@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3824.57,82,53656,17-08-2024,10:19:33,22.269613,88.242295,1,Rear,96,465.6
208,hayley92,davidwilliams@mcgee.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2166.09,82,90163,02-06-2024,18:57:51,171.017364,26.730526,0,AWD,42,203.7
209,susan90,greeralexander@peterson.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1166.78,82,19766,08-10-2024,05:11:26,14.853848,-12.814477,1,AWD,72,349.2
210,meltonmark,rkeller@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2188.11,78,58619,14-09-2024,12:37:22,146.032114,-42.044279,0,Front,69,334.65
211,jamiegomez,rburns@williams-smith.info,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4650.07,82,21289,24-01-2024,15:07:45,17.515357,-43.818902,1,AWD,44,213.4
212,nwarren,keithdonald@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2166.87,78,23708,14-06-2024,22:19:15,-85.088523,-6.508165,0,Front,31,150.35
213,hfloyd,pbailey@cole.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2193.51,82,63000,31-05-2024,22:13:23,107.647846,-38.221202,1,AWD,81,392.85
214,iwalker,deannacruz@hicks.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3898.16,82,68924,08-04-2024,18:03:56,71.667504,75.379623,0,AWD,76,368.6
215,michelle84,brownsusan@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3331.36,83.9,32118,19-04-2024,22:46:22,159.45917,-78.071825,0,Rear,31,150.35
216,courtneymadden,susanmurphy@carrillo.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2979.58,82,25852,13-03-2024,22:37:36,99.973279,-39.396782,1,Rear,87,421.95
217,jennifer64,courtneysantiago@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1968.33,82,74584,07-08-2024,11:41:35,158.468649,-17.91066,0,AWD,36,174.6
218,mruiz,brandon55@blake-patel.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4278.75,82,30330,16-06-2024,09:42:41,109.91449,-71.26539,1,Rear,78,378.3
219,garciapaula,ndelacruz@gutierrez-ferrell.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2714.44,82,13950,21-09-2024,17:35:34,-52.822933,-2.320686,1,AWD,38,184.3
220,jeffreylewis,johnsonalexander@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2402.95,78,54127,16-02-2024,15:36:47,65.757236,16.926314,0,Front,82,397.7
221,forozco,cheryldavis@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4177.6,83.9,78924,27-07-2024,07:31:20,148.281548,-48.821347,1,Rear,33,160.05
222,bradleybarker,howetracy@flynn.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3623.08,78,12128,14-07-2024,12:59:37,-113.778441,9.433284,0,Front,34,164.9
223,aaron55,anthonydavis@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3252.15,82,75435,09-01-2024,19:07:02,-2.773049,79.879163,1,AWD,35,169.75
224,georgemoore,jamesclark@phillips.info,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2866.92,82,30074,28-08-2024,09:20:51,168.845332,38.007606,0,AWD,34,164.9
225,swansonjennifer,mary62@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4883.38,82,8793,19-11-2024,16:16:33,-2.412784,-9.71966,0,Rear,56,271.6
226,xsmith,gabrielleorozco@miller.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1150.94,83.9,10097,29-02-2024,04:39:53,-114.575632,-36.114612,0,Rear,70,339.5
227,kperez,olivia29@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3527.7,82,87076,08-08-2024,11:00:12,127.927899,43.791256,1,Rear,97,470.45
228,yjackson,leslie93@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3112.3,82,3126,17-03-2024,14:46:11,-116.591982,11.739247,1,AWD,35,169.75
229,dbarton,hogandavid@hall.net,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2857.86,78,15333,05-08-2024,14:31:08,-142.070247,-8.807405,0,Front,84,407.4
230,brianwhite,johnwilliams@stephens.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3854.11,82,44949,22-07-2024,06:53:33,-141.359835,-30.720657,0,Rear,70,339.5
231,jose82,pattersonmelissa@taylor.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4333.04,82,68390,27-02-2024,11:36:23,15.746482,-19.294881,1,Rear,46,223.1
232,hendersoncynthia,steven45@johnson.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3510.66,82,87648,25-09-2024,16:09:43,-41.427751,-20.8836,1,AWD,80,388
233,millerfrederick,wattstimothy@gonzales.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1644.01,83.9,8004,01-11-2024,18:18:51,-17.368989,10.03179,1,Rear,85,412.25
234,ballvanessa,ychambers@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3656.57,82,85122,22-04-2024,05:14:03,-151.847646,78.072367,0,AWD,74,358.9
235,erik82,travis12@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3645.5,82,38377,13-07-2024,07:37:40,119.863618,57.396441,1,Rear,34,164.9
236,edwardstaylor,mjohnson@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2545.18,83.9,867,14-09-2024,06:45:00,56.271015,-59.797155,1,Rear,71,344.35
237,vreed,jennifer48@sullivan.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1487.6,83.9,31408,09-06-2024,04:50:42,-127.299708,-70.540083,0,Rear,80,388
238,william55,kyle29@blair-tran.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4569.09,83.9,82423,01-07-2024,05:38:13,-155.27415,-43.756937,0,Rear,91,441.35
239,johnguzman,kristin09@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1205.18,82,69421,12-03-2024,22:44:50,173.064599,-52.896298,0,Rear,95,460.75
